dropout_p,sequence_id,true_class,obs_ratio,gap_length,r_uncertainty,v_uncertainty,kin_residual,acc_residual,energy_residual,snr_quality,est_range,est_velocity,oracle_lambda,oracle_J,oracle_l_perc,oracle_l_recon,oracle_l_phys,oracle_kin_res,oracle_r_mae,oracle_v_mae,oracle_pred,oracle_correct,fixed_lambda,fixed_J,fixed_l_perc,fixed_l_recon,fixed_l_phys,fixed_kin_res,fixed_r_mae,fixed_v_mae,fixed_pred,fixed_correct,J_lambda_0.0000,J_lambda_0.0025,J_lambda_0.0050,J_lambda_0.0100,J_lambda_0.0200,J_lambda_0.0500
0.500000,59,Pedestrian,0.500000,0.125000,0.000127,0.002663,0.007938,0.030752,0.004716,0.000000,0.499490,0.003320,0.050000,0.439159,0.159249,1.115004,0.004636,0.066037,0.031381,0.016945,Pedestrian,1,0.010000,0.439163,0.159249,1.115021,0.004637,0.066045,0.031381,0.016946,Pedestrian,1,0.439164,0.439164,0.439164,0.439163,0.439162,0.439159
0.500000,60,Pedestrian,0.750000,0.062500,0.000128,0.002648,0.007076,0.040790,0.006702,0.000000,0.499581,0.002121,0.005000,1.435987,1.169111,1.062761,0.004741,0.058877,0.020154,0.034212,Pedestrian,1,0.010000,1.435988,1.169113,1.062761,0.004740,0.058873,0.020154,0.034212,Pedestrian,1,1.435992,1.435992,1.435987,1.435988,1.435998,1.436008
0.500000,61,Vehicle,0.687500,0.104167,0.000172,0.003431,0.008830,0.033120,0.002550,0.000000,0.499630,0.002868,0.050000,0.293331,0.014366,1.109989,0.005872,0.073456,0.023957,0.056680,Vehicle,1,0.010000,0.293337,0.014366,1.110012,0.005874,0.073469,0.023957,0.056680,Vehicle,1,0.293339,0.293339,0.293338,0.293337,0.293336,0.293331
0.500000,62,Pedestrian,0.562500,0.109375,0.000134,0.003100,0.007154,0.036246,0.003484,0.000000,0.499527,0.003042,0.000000,1.433796,1.156963,1.103055,0.004277,0.059521,0.021598,0.034646,Pedestrian,1,0.010000,1.433807,1.156974,1.103054,0.004277,0.059521,0.021598,0.034646,Pedestrian,1,1.433796,1.433802,1.433803,1.433807,1.433812,1.433832
0.500000,63,Pedestrian,0.562500,0.109375,0.000171,0.003562,0.009207,0.042358,0.004274,0.000000,0.499583,0.003415,0.050000,0.280194,0.003261,1.101068,0.006662,0.076574,0.021264,0.033866,Pedestrian,1,0.010000,0.280196,0.003261,1.101074,0.006665,0.076597,0.021264,0.033866,Pedestrian,1,0.280196,0.280196,0.280196,0.280196,0.280195,0.280194
0.500000,64,Cyclist,0.437500,0.140625,0.000151,0.003109,0.007217,0.035792,0.002955,0.000000,0.499502,0.003874,0.050000,1.526550,1.245875,1.118402,0.004298,0.060044,0.029856,0.081186,Cyclist,1,0.010000,1.526573,1.245899,1.118401,0.004298,0.060049,0.029856,0.081187,Cyclist,1,1.526582,1.526583,1.526579,1.526573,1.526570,1.526550
0.500000,65,Pedestrian,0.375000,0.156250,0.000143,0.002877,0.007749,0.037466,0.004572,0.000000,0.499482,0.003664,0.002500,1.581518,1.294633,1.142660,0.004883,0.064471,0.026709,0.028464,Cyclist,0,0.010000,1.581520,1.294635,1.142658,0.004882,0.064467,0.026709,0.028464,Cyclist,0,1.581524,1.581518,1.581519,1.581520,1.581533,1.581531
0.500000,66,Vehicle,0.437500,0.140625,0.000207,0.003472,0.012672,0.043242,0.003167,0.000000,0.499550,0.003831,0.050000,1.897531,1.609103,1.143404,0.010310,0.105415,0.042955,0.086507,Cyclist,0,0.010000,1.897663,1.609231,1.143417,0.010312,0.105429,0.042955,0.086508,Cyclist,0,1.897705,1.897690,1.897685,1.897663,1.897638,1.897531
0.500000,67,Pedestrian,0.500000,0.100000,0.000143,0.003037,0.008377,0.049323,0.005850,0.000000,0.499516,0.003193,0.000000,1.448705,1.173716,1.094271,0.005688,0.069693,0.030771,0.023514,Pedestrian,1,0.010000,1.448709,1.173720,1.094270,0.005687,0.069688,0.030771,0.023514,Pedestrian,1,1.448705,1.448714,1.448709,1.448709,1.448714,1.448726
0.500000,68,Pedestrian,0.437500,0.140625,0.000164,0.004239,0.008640,0.053442,0.004763,0.000000,0.499507,0.004453,0.010000,1.563638,1.280511,1.125889,0.006618,0.071880,0.043212,0.061092,Cyclist,0,0.010000,1.563638,1.280511,1.125889,0.006618,0.071880,0.043212,0.061092,Cyclist,0,1.563641,1.563646,1.563642,1.563638,1.563648,1.563663
0.500000,69,Pedestrian,0.312500,0.137500,0.000075,0.003325,0.006521,0.037281,0.003470,0.000000,0.499361,0.005133,0.050000,2.709535,2.413503,1.179863,0.004266,0.054235,0.009714,0.897715,Vehicle,0,0.010000,2.709536,2.413503,1.179865,0.004267,0.054245,0.009714,0.897715,Vehicle,0,2.709536,2.709536,2.709536,2.709536,2.709535,2.709535
0.500000,70,Pedestrian,0.562500,0.087500,0.000162,0.003380,0.010371,0.051559,0.005418,0.000000,0.499555,0.003154,0.002500,1.429395,1.156801,1.082867,0.007509,0.086291,0.017280,0.038055,Pedestrian,1,0.010000,1.429401,1.156808,1.082864,0.007508,0.086283,0.017280,0.038055,Pedestrian,1,1.429399,1.429395,1.429396,1.429401,1.429405,1.429432
0.500000,71,Pedestrian,0.312500,0.343750,0.000128,0.002094,0.005934,0.013619,0.002495,0.000000,0.499464,0.004204,0.050000,0.294324,0.001935,1.166901,0.002654,0.049368,0.023414,0.035233,Pedestrian,1,0.010000,0.294325,0.001935,1.166904,0.002655,0.049373,0.023414,0.035233,Pedestrian,1,0.294325,0.294325,0.294325,0.294325,0.294324,0.294324
0.500000,72,Cyclist,0.500000,0.125000,0.000180,0.004604,0.011195,0.064079,0.003655,0.000000,0.499540,0.004126,0.000000,0.282597,0.000894,1.117919,0.008894,0.093142,0.036476,0.043145,Cyclist,1,0.010000,0.282598,0.000894,1.117920,0.008893,0.093138,0.036476,0.043145,Cyclist,1,0.282597,0.282597,0.282597,0.282598,0.282598,0.282599
0.500000,73,Pedestrian,0.500000,0.125000,0.000137,0.003321,0.007261,0.044086,0.004772,0.000000,0.499521,0.003468,0.002500,1.435844,1.155576,1.116279,0.004790,0.060412,0.034856,0.044754,Pedestrian,1,0.010000,1.435855,1.155588,1.116278,0.004790,0.060408,0.034856,0.044754,Pedestrian,1,1.435846,1.435844,1.435851,1.435855,1.435861,1.435871
0.500000,74,Vehicle,0.562500,0.072917,0.000240,0.004011,0.019130,0.067926,0.006638,0.000000,0.499585,0.003711,0.050000,1.844401,1.564413,1.102375,0.017577,0.159140,0.028494,0.068905,Cyclist,0,0.010000,1.844468,1.564469,1.102414,0.017581,0.159158,0.028493,0.068905,Cyclist,0,1.844469,1.844478,1.844459,1.844468,1.844438,1.844401
